spin_index,spin_result,streak_count,bet_amount,bet_on,outcome,profit,bankroll
1465,Red,2,0,,No Bet,0,-410
1466,Red,3,0,,No Bet,0,-410
1467,Red,Betting,0,,No Bet,0,-410
1468,Black,1,10,,Win,10,-400
1469,Red,1,0,,No Bet,0,-400
1470,Red,2,0,,No Bet,0,-400
1471,Red,3,0,,No Bet,0,-400
1472,Black,1,0,,No Bet,0,-400
1473,Red,1,0,,No Bet,0,-400
1474,Black,1,0,,No Bet,0,-400
1475,Black,2,0,,No Bet,0,-400
1476,Red,1,0,,No Bet,0,-400
1477,Red,2,0,,No Bet,0,-400
1478,Black,1,0,,No Bet,0,-400
1479,Black,2,0,,No Bet,0,-400
1480,Red,1,0,,No Bet,0,-400
1481,Black,1,0,,No Bet,0,-400
1482,Red,1,0,,No Bet,0,-400
1483,Black,1,0,,No Bet,0,-400
1484,Black,2,0,,No Bet,0,-400
1485,Black,3,0,,No Bet,0,-400
1486,Red,1,0,,No Bet,0,-400
